# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = stan_model_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = .input.data.R
# init = 2 (Default)
# random
#   seed = 1460155656
# output
#   file = stan_out_sampling1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,alpha,delta,dx,t.1,t.2,t.3,t.4,t.5,t.6,t.7,t.8,t.9,t.10,t.11,t.12,t.13,t.14,t.15,t.16,t.17,t.18,t.19,t.20,t.21,t.22,t.23,t.24,t.25,t.26,t.27,t.28,t.29,t.30,t.31,t.32,t.33,t.34,t.35,t.36,t.37,t.38,t.39,t.40,t.41,t.42,t.43,t.44,t.45,t.46,t.47,t.48,t.49,t.50,t.51,t.52,t.53,t.54,t.55,t.56,t.57,t.58,t.59,t.60,t.61,t.62,t.63,t.64,t.65,t.66,t.67,t.68,t.69,t.70,t.71,t.72,t.73,t.74,t.75,t.76,t.77,t.78,t.79,t.80,t.81,t.82,t.83,t.84,t.85,t.86,t.87,t.88,t.89,t.90,t.91,t.92,t.93,t.94,t.95,t.96,t.97,t.98,t.99,t.100
49.8318,0.901331,0.448786,3,7,0,1.47894,0.0633886,0.0894938,0.33289,0.456132,0.562051,0.644322,0.698067,0.720422,0.710985,0.672062,0.608696,0.528415,0.440712,0.356285,0.286084,0.240247,0.227046,0.251937,0.316851,0.419801,0.554887,0.712714,0.881209,1.04676,1.19554,1.31495,1.3949,1.42889,1.41468,1.35456,1.25505,1.12626,0.980691,0.831988,0.693436,0.576593,0.490114,0.438917,0.423761,0.441273,0.484399,0.543225,0.606062,0.660675,0.695533,0.700955,0.670045,0.599349,0.489165,0.343508,0.169739,-0.022106,-0.220221,-0.412083,-0.585572,-0.730057,-0.837358,-0.9025,-0.924198,-0.905009,-0.851153,-0.771991,-0.67921,-0.585767,-0.504704,-0.44791,-0.424978,-0.442241,-0.502098,-0.602698,-0.738027,-0.898387,-1.07124,-1.24236,-1.39711,-1.52184,-1.60521,-1.63922,-1.62007,-1.54848,-1.4297,-1.27302,-1.0909,-0.897806,-0.708844,-0.538329,-0.398448,-0.298123,-0.242206,-0.231069,-0.260646,-0.322893,-0.406635,-0.498702,-0.58523,-0.652998,-0.690664,-0.689774,-0.645464,-0.556782,-0.426631,-0.261345
51.8361,0.764926,0.448786,4,11,0,1.02203,0.0735907,0.0756786,0.339554,0.450197,0.548731,0.628682,0.684639,0.712809,0.711493,0.681434,0.625983,0.551074,0.464949,0.37763,0.300149,0.243543,0.21771,0.230229,0.285281,0.382835,0.518251,0.682409,0.862413,1.04282,1.20732,1.34055,1.42998,1.46742,1.45003,1.3807,1.26765,1.12337,0.963101,0.802935,0.657936,0.540446,0.458829,0.416742,0.413022,0.442119,0.49498,0.560237,0.625522,0.678756,0.709287,0.708782,0.671843,0.596324,0.483393,0.337347,0.165238,-0.0236725,-0.218598,-0.408023,-0.580584,-0.725989,-0.835915,-0.904815,-0.930541,-0.914698,-0.862673,-0.783293,-0.688106,-0.590356,-0.503717,-0.440939,-0.412527,-0.425625,-0.483204,-0.583681,-0.720988,-0.885095,-1.06294,-1.23968,-1.40005,-1.52985,-1.61726,-1.65397,-1.63591,-1.56369,-1.4425,-1.28173,-1.09405,-0.894371,-0.698436,-0.521395,-0.376381,-0.273244,-0.217561,-0.210053,-0.246461,-0.317943,-0.411968,-0.513628,-0.607233,-0.678015,-0.713737,-0.706001,-0.651103,-0.550326,-0.40964,-0.238873
50.8302,0.944722,0.448786,4,11,0,2.67518,0.063902,0.0790786,0.306732,0.436503,0.549005,0.638143,0.699267,0.729538,0.728201,0.696766,0.639091,0.561339,0.471784,0.380411,0.298284,0.236662,0.205906,0.214271,0.266717,0.363928,0.501728,0.671059,0.858593,1.04799,1.22168,1.36291,1.45786,1.49739,1.47828,1.40363,1.28248,1.12862,0.958759,0.790436,0.639849,0.519997,0.439317,0.401006,0.403019,0.438708,0.497924,0.568405,0.637227,0.692144,0.722693,0.720981,0.682154,0.604568,0.489734,0.342075,0.168557,-0.0217943,-0.218465,-0.410144,-0.585504,-0.734079,-0.847167,-0.918708,-0.946007,-0.930222,-0.876498,-0.793702,-0.693727,-0.590412,-0.498191,-0.4306,-0.398822,-0.41045,-0.468614,-0.571579,-0.712862,-0.881856,-1.06487,-1.24649,-1.41104,-1.54411,-1.63381,-1.6719,-1.65441,-1.58199,-1.45979,-1.29699,-1.10606,-0.901715,-0.699674,-0.515374,-0.362606,-0.25225,-0.191181,-0.181477,-0.220022,-0.298593,-0.404475,-0.521583,-0.632022,-0.717919,-0.763334,-0.756028,-0.688838,-0.560507,-0.375829,-0.145111
47.8761,0.906281,0.448786,2,3,0,3.75536,0.0479677,0.0939007,0.286023,0.431431,0.55594,0.652887,0.717228,0.746098,0.739257,0.699339,0.631866,0.545005,0.449027,0.355514,0.27636,0.222644,0.203491,0.225039,0.289647,0.395437,0.536269,0.70217,0.880196,1.05566,1.21361,1.34036,1.42495,1.46031,1.44407,1.37875,1.27154,1.13346,0.97816,0.820411,0.674532,0.552866,0.46452,0.414487,0.403239,0.426808,0.477338,0.544017,0.614277,0.675129,0.714485,0.722347,0.691749,0.619383,0.505866,0.355645,0.176562,-0.0208662,-0.224397,-0.421136,-0.598668,-0.746145,-0.855238,-0.920894,-0.941804,-0.92057,-0.863522,-0.780203,-0.682555,-0.583863,-0.497553,-0.43594,-0.409047,-0.423607,-0.482349,-0.583645,-0.721562,-0.886318,-1.06512,-1.24331,-1.40569,-1.53794,-1.62795,-1.66701,-1.65064,-1.57909,-1.45732,-1.29463,-1.10383,-0.900058,-0.699426,-0.517498,-0.367852,-0.260794,-0.202379,-0.193821,-0.23135,-0.306545,-0.40709,-0.517907,-0.622537,-0.704648,-0.749516,-0.74535,-0.684324,-0.56323,-0.383706,-0.152019
46.0861,0.714689,0.448786,4,15,0,16.9895,0.0825747,0.103306,0.256691,0.422473,0.561237,0.666558,0.734023,0.761754,0.750728,0.704912,0.631152,0.538772,0.438921,0.343689,0.265073,0.213869,0.198606,0.224631,0.293463,0.402486,0.54504,0.710941,0.887363,1.06003,1.21462,1.33813,1.42025,1.45438,1.43834,1.37457,1.26989,1.13475,0.98218,0.826375,0.681245,0.55897,0.468774,0.416016,0.401709,0.422493,0.471063,0.536997,0.60788,0.670613,0.712759,0.723804,0.696196,0.626087,0.513693,0.363276,0.182731,-0.0171516,-0.223687,-0.423462,-0.603564,-0.752748,-0.862461,-0.927622,-0.947087,-0.923769,-0.864392,-0.778898,-0.679564,-0.579891,-0.493374,-0.432253,-0.40636,-0.422167,-0.482132,-0.584396,-0.722877,-0.887756,-1.06631,-1.24403,-1.40592,-1.53787,-1.62794,-1.66751,-1.65209,-1.58176,-1.46128,-1.29964,-1.10934,-0.905259,-0.703341,-0.519141,-0.366414,-0.255847,-0.194047,-0.182895,-0.219316,-0.295474,-0.399402,-0.515984,-0.628212,-0.718606,-0.770674,-0.770276,-0.706783,-0.573936,-0.370342,-0.0995624
45.7785,0.944137,0.448786,1,1,0,19.0316,0.0810171,0.102358,0.256673,0.420768,0.558751,0.66417,0.732485,0.76158,0.752139,0.707818,0.635165,0.543275,0.443169,0.346935,0.266692,0.213472,0.196111,0.220294,0.287846,0.396379,0.539345,0.706526,0.884927,1.05999,1.21703,1.34269,1.42633,1.46113,1.44479,1.37982,1.27322,1.13575,0.980763,0.822827,0.676142,0.553085,0.462953,0.411047,0.398209,0.420825,0.471302,0.538943,0.611111,0.67457,0.716846,0.72748,0.699052,0.627888,0.514393,0.362992,0.1817,-0.0186335,-0.225329,-0.425028,-0.604901,-0.753802,-0.863263,-0.928257,-0.947662,-0.924372,-0.865064,-0.779618,-0.680245,-0.580401,-0.493559,-0.431972,-0.405517,-0.420738,-0.480179,-0.582071,-0.720407,-0.88542,-1.06441,-1.24284,-1.40566,-1.53868,-1.62984,-1.67039,-1.6557,-1.58577,-1.46524,-1.30309,-1.11182,-0.906374,-0.702831,-0.516922,-0.362616,-0.250822,-0.188355,-0.177258,-0.214536,-0.292336,-0.39855,-0.517799,-0.632702,-0.725322,-0.778663,-0.778088,-0.712532,-0.575414,-0.365174,-0.0854013
49.0247,0.957999,0.448786,3,7,0,4.53085,0.0755426,0.0986335,0.295478,0.442912,0.566418,0.659764,0.718631,0.741106,0.728023,0.683082,0.612723,0.525736,0.432617,0.344725,0.273283,0.228334,0.217739,0.246334,0.315332,0.422067,0.560097,0.719705,0.888745,1.05376,1.20127,1.3191,1.39758,1.43054,1.41591,1.35598,1.25711,1.12907,0.984067,0.835434,0.696278,0.578139,0.489828,0.436567,0.419511,0.43569,0.478384,0.537865,0.602441,0.659676,0.697666,0.706247,0.678014,0.609059,0.499368,0.352834,0.176904,-0.0181038,-0.219952,-0.415611,-0.592456,-0.739432,-0.84807,-0.913284,-0.93385,-0.912547,-0.855925,-0.773731,-0.678032,-0.58211,-0.499237,-0.441424,-0.418273,-0.436037,-0.496972,-0.599054,-0.736097,-0.898258,-1.07289,-1.2457,-1.402,-1.52813,-1.61269,-1.64765,-1.62911,-1.55769,-1.4385,-1.28072,-1.09672,-0.900988,-0.70872,-0.53448,-0.390829,-0.287182,-0.228955,-0.217082,-0.247962,-0.313811,-0.403402,-0.503107,-0.598136,-0.673864,-0.717109,-0.717256,-0.667119,-0.563487,-0.4073,-0.203478
49.2527,1,0.448786,2,3,0,5.74216,0.076307,0.094751,0.286574,0.432699,0.55746,0.654207,0.71796,0.745978,0.738174,0.69736,0.629235,0.542102,0.446317,0.353471,0.275388,0.223,0.205234,0.228003,0.293457,0.399557,0.540086,0.705087,0.881733,1.05554,1.2118,1.33709,1.42068,1.45567,1.43972,1.37533,1.26952,1.1331,0.979442,0.82309,0.678158,0.556869,0.468308,0.417542,0.405191,0.427486,0.476775,0.542429,0.612009,0.672581,0.712044,0.720324,0.690335,0.618638,0.50573,0.355971,0.177162,-0.0201778,-0.223759,-0.42062,-0.598275,-0.745814,-0.854878,-0.92041,-0.941134,-0.919707,-0.862521,-0.779178,-0.68166,-0.583265,-0.497398,-0.436326,-0.410002,-0.425079,-0.484209,-0.5857,-0.723578,-0.888053,-1.06635,-1.24386,-1.40545,-1.53688,-1.62614,-1.6646,-1.64787,-1.57623,-1.45469,-1.29254,-1.10256,-0.899824,-0.700326,-0.519504,-0.370792,-0.264357,-0.206141,-0.197283,-0.234007,-0.30795,-0.406937,-0.516093,-0.619215,-0.700245,-0.744721,-0.741064,-0.681575,-0.563069,-0.387088,-0.159683
49.9721,0.969934,0.448786,2,3,0,4.26858,0.0705845,0.0945839,0.293515,0.437001,0.559335,0.653912,0.715816,0.742377,0.73359,0.692336,0.624358,0.537962,0.443446,0.352286,0.276125,0.225673,0.209609,0.233614,0.299646,0.405554,0.545104,0.708433,0.882908,1.05432,1.20826,1.33163,1.41396,1.44852,1.43303,1.36992,1.26603,1.13191,0.980633,0.826409,0.683093,0.562724,0.474304,0.422931,0.409353,0.430002,0.47747,0.541366,0.609458,0.668962,0.707851,0.71605,0.686414,0.615399,0.503376,0.354581,0.176713,-0.0197821,-0.222656,-0.418959,-0.596196,-0.743443,-0.852326,-0.917785,-0.938552,-0.917299,-0.86044,-0.777591,-0.68073,-0.583134,-0.498162,-0.438009,-0.412541,-0.428315,-0.487891,-0.589503,-0.727127,-0.890958,-1.06825,-1.24446,-1.40455,-1.53444,-1.62225,-1.65954,-1.64205,-1.5702,-1.44907,-1.28798,-1.09965,-0.899037,-0.701927,-0.5235,-0.376892,-0.271968,-0.214399,-0.205134,-0.240315,-0.311651,-0.407198,-0.51248,-0.611837,-0.689862,-0.732795,-0.729742,-0.673602,-0.561629,-0.395586,-0.181502
46.9091,0.833117,0.448786,2,3,0,7.6926,0.0914711,0.0943285,0.283958,0.430535,0.555929,0.653485,0.718178,0.74718,0.74029,0.700187,0.632443,0.54527,0.448981,0.355191,0.275822,0.221969,0.202762,0.224337,0.289042,0.394984,0.536005,0.702111,0.880339,1.05599,1.21409,1.34095,1.42559,1.46097,1.44468,1.37928,1.27193,1.13369,0.978196,0.820255,0.674199,0.552386,0.46394,0.413869,0.402649,0.426314,0.477,0.543878,0.614359,0.675427,0.714971,0.72297,0.692441,0.620068,0.50647,0.356104,0.176832,-0.0208101,-0.224552,-0.421478,-0.599153,-0.746718,-0.85584,-0.921466,-0.942299,-0.920953,-0.863771,-0.780311,-0.682528,-0.583716,-0.497306,-0.435617,-0.408673,-0.423204,-0.481942,-0.583256,-0.721216,-0.88604,-1.06494,-1.24326,-1.40579,-1.5382,-1.62839,-1.66762,-1.6514,-1.57994,-1.45819,-1.29543,-1.10446,-0.900432,-0.699456,-0.517134,-0.367085,-0.259671,-0.201006,-0.192362,-0.230014,-0.305561,-0.406678,-0.518237,-0.623686,-0.706558,-0.751958,-0.747898,-0.686345,-0.563898,-0.382032,-0.146903
46.5897,0.900237,0.448786,2,3,0,6.02379,0.0944839,0.101084,0.294975,0.445513,0.570272,0.663303,0.720688,0.740998,0.725575,0.678594,0.606884,0.519492,0.427014,0.340737,0.271657,0.229472,0.221627,0.252539,0.323061,0.430273,0.567637,0.725507,0.891964,1.05391,1.19829,1.31336,1.38985,1.42185,1.40743,1.34882,1.25218,1.12697,0.984997,0.839187,0.702283,0.585557,0.497684,0.443888,0.425455,0.439651,0.480051,0.537236,0.599791,0.65549,0.692553,0.700844,0.672904,0.604709,0.496089,0.350777,0.17608,-0.0177946,-0.218677,-0.413565,-0.589836,-0.736419,-0.844829,-0.909971,-0.930628,-0.909598,-0.853453,-0.771958,-0.677173,-0.582348,-0.500683,-0.444086,-0.42203,-0.440628,-0.502004,-0.604036,-0.74049,-0.901535,-1.07461,-1.24556,-1.39991,-1.52423,-1.60734,-1.64141,-1.62267,-1.55182,-1.43394,-1.27806,-1.09636,-0.903022,-0.712965,-0.540453,-0.397805,-0.294285,-0.235265,-0.221764,-0.250385,-0.313647,-0.400689,-0.498265,-0.591925,-0.667291,-0.71129,-0.713246,-0.665732,-0.565126,-0.411822,-0.210105
46.3531,0.850398,0.448786,3,7,0,3.08608,0.0425714,0.0828322,0.293959,0.431825,0.549942,0.64256,0.705418,0.736053,0.734058,0.701255,0.641787,0.562088,0.470686,0.377795,0.294656,0.232633,0.202096,0.211212,0.26477,0.363235,0.502218,0.672485,0.860621,1.05029,1.22398,1.36509,1.45992,1.49941,1.48036,1.40582,1.28474,1.13077,0.960516,0.791487,0.639923,0.518947,0.437187,0.398046,0.399664,0.435506,0.49544,0.567115,0.637427,0.693891,0.725794,0.725025,0.686585,0.608784,0.493185,0.344349,0.169437,-0.0223122,-0.220196,-0.412764,-0.58862,-0.7373,-0.850165,-0.92125,-0.947971,-0.931581,-0.877296,-0.794018,-0.693643,-0.589995,-0.497489,-0.429645,-0.397648,-0.409108,-0.467186,-0.570182,-0.711644,-0.88098,-1.0645,-1.24676,-1.41205,-1.54589,-1.63634,-1.67509,-1.65811,-1.58599,-1.46383,-1.30078,-1.10928,-0.904012,-0.700721,-0.51488,-0.360373,-0.248239,-0.185589,-0.174799,-0.21309,-0.29255,-0.400669,-0.521362,-0.636427,-0.727306,-0.77696,-0.771675,-0.702549,-0.566508,-0.366687,-0.112157
47.7133,1,0.448786,2,3,0,2.35295,0.0445432,0.08431,0.300936,0.433867,0.549422,0.641239,0.704286,0.735338,0.733398,0.699993,0.639305,0.558112,0.465474,0.372165,0.289841,0.22999,0.202756,0.215736,0.272922,0.373933,0.51368,0.682561,0.867229,1.05187,1.21987,1.3557,1.44668,1.48455,1.46645,1.39528,1.27932,1.13126,0.966603,0.801809,0.6524,0.531212,0.447064,0.403966,0.400938,0.432397,0.489036,0.559035,0.629439,0.687526,0.722036,0.724152,0.688174,0.61188,0.496575,0.346883,0.170312,-0.023367,-0.222868,-0.416252,-0.591849,-0.73919,-0.849907,-0.918513,-0.942993,-0.925133,-0.87052,-0.788183,-0.689874,-0.589032,-0.499534,-0.434326,-0.404105,-0.416182,-0.473662,-0.575036,-0.714236,-0.881153,-1.06256,-1.24337,-1.40802,-1.54197,-1.63304,-1.67256,-1.65615,-1.58417,-1.46165,-1.29791,-1.10571,-0.900184,-0.697475,-0.513298,-0.361505,-0.252782,-0.193593,-0.185488,-0.224847,-0.303122,-0.40756,-0.522371,-0.630234,-0.713993,-0.758372,-0.75152,-0.686205,-0.56054,-0.378146,-0.147745
50.2536,0.946643,0.448786,2,3,0,1.34049,0.05312,0.0829989,0.322604,0.444536,0.551699,0.637475,0.696451,0.725006,0.721808,0.688165,0.628169,0.548598,0.458534,0.368711,0.29061,0.235366,0.212593,0.229247,0.288669,0.389944,0.527695,0.69237,0.871046,1.04867,1.20962,1.33942,1.42635,1.4628,1.44617,1.37914,1.26938,1.12859,0.971159,0.812498,0.667274,0.547831,0.462915,0.41687,0.409361,0.435631,0.487214,0.553002,0.620509,0.677191,0.711689,0.714872,0.680612,0.606256,0.49277,0.34459,0.169201,-0.0235132,-0.222079,-0.414377,-0.588628,-0.734384,-0.843428,-0.910537,-0.934014,-0.915941,-0.862104,-0.781579,-0.685987,-0.588472,-0.502496,-0.440538,-0.412864,-0.426455,-0.484236,-0.584692,-0.721905,-0.88603,-1.06417,-1.24154,-1.40288,-1.53386,-1.62245,-1.66009,-1.64251,-1.57017,-1.44825,-1.28622,-1.09696,-0.895611,-0.698148,-0.519899,-0.374087,-0.270559,-0.214838,-0.207572,-0.244472,-0.316737,-0.411933,-0.515256,-0.61103,-0.684293,-0.722304,-0.715788,-0.659811,-0.554172,-0.403296,-0.215656
50.4925,0.998056,0.448786,3,7,0,0.890202,0.0837807,0.0789186,0.355499,0.460753,0.553995,0.628945,0.680333,0.704499,0.699916,0.667562,0.611085,0.536723,0.452945,0.369821,0.298151,0.248414,0.229644,0.248344,0.307585,0.406405,0.539619,0.69811,0.869588,1.03978,1.19388,1.31821,1.40167,1.43708,1.42195,1.35879,1.25479,1.12096,0.970875,0.819074,0.679456,0.563773,0.480423,0.433686,0.423431,0.445334,0.491519,0.551539,0.613553,0.665576,0.696664,0.697931,0.663328,0.590122,0.479085,0.334372,0.163147,-0.025043,-0.219053,-0.407071,-0.577594,-0.720416,-0.827521,-0.893835,-0.917744,-0.901335,-0.850305,-0.773544,-0.682388,-0.589616,-0.508266,-0.450381,-0.425812,-0.441196,-0.499227,-0.598291,-0.732524,-0.892289,-1.06503,-1.23641,-1.39168,-1.51707,-1.60108,-1.63562,-1.6168,-1.54531,-1.42642,-1.26946,-1.08699,-0.893607,-0.704564,-0.534326,-0.395182,-0.296071,-0.241742,-0.232331,-0.26341,-0.326503,-0.410026,-0.500535,-0.584166,-0.648087,-0.681803,-0.678175,-0.634038,-0.55036,-0.431945,-0.286738
49.3545,0.975157,0.448786,3,7,0,1.09918,0.0966151,0.0692075,0.339215,0.449328,0.547198,0.626274,0.681361,0.709087,0.708203,0.679721,0.626926,0.555274,0.472194,0.386754,0.309163,0.250041,0.219465,0.225821,0.274579,0.367191,0.500316,0.665601,0.850154,1.03773,1.21057,1.35155,1.44646,1.48594,1.46671,1.39208,1.27141,1.11882,0.951241,0.786177,0.63953,0.523764,0.446659,0.410762,0.413537,0.448109,0.504422,0.570616,0.634404,0.684307,0.71062,0.706076,0.666218,0.589518,0.477312,0.333608,0.164792,-0.0207378,-0.213048,-0.401264,-0.57431,-0.721768,-0.834821,-0.907185,-0.935906,-0.921909,-0.870167,-0.789442,-0.691565,-0.590332,-0.500107,-0.434314,-0.403982,-0.416527,-0.474908,-0.577265,-0.717064,-0.883735,-1.06372,-1.24181,-1.40261,-1.53203,-1.61855,-1.65425,-1.63548,-1.56312,-1.44241,-1.28252,-1.09575,-0.89647,-0.699979,-0.521209,-0.373419,-0.266962,-0.208221,-0.198827,-0.235293,-0.309162,-0.407721,-0.515271,-0.614851,-0.690214,-0.727794,-0.718394,-0.658315,-0.549759,-0.400435,-0.222434
49.1724,0.99426,0.448786,2,3,0,1.14819,0.0970633,0.0687358,0.337139,0.448645,6.32237,-1.68286,-0.857664,3.40484,3.40374,1.06516,0.627375,0.555885,0.473039,0.387764,0.310122,0.250637,0.219384,0.224852,0.272708,0.364639,0.497521,0.66313,0.848573,1.03747,1.21181,1.35418,1.45007,1.48991,1.47036,1.3948,1.27279,1.11871,0.949784,0.783754,0.636669,0.52102,0.444507,0.409509,0.413285,0.448756,0.505711,0.572206,0.635956,0.685551,0.711409,0.706402,0.666195,0.589338,0.477184,0.333695,0.165169,-0.02011,-0.212314,-0.400639,-0.574022,-0.721999,-0.835659,-0.90859,-0.937717,-0.923868,-0.87197,-0.790799,-0.692258,-0.590253,-0.499278,-0.432879,-0.402178,-0.414639,-0.473221,-0.576016,-0.716408,-0.883724,-1.0643,-1.24285,-1.40394,-1.53346,-1.61992,-1.65548,-1.63654,-1.56405,-1.44329,-1.2834,-1.09661,-0.897236,-0.700477,-0.52122,-0.372743,-0.265493,-0.206016,-0.196143,-0.232577,-0.306977,-0.406631,-0.515701,-0.616949,-0.693757,-0.732171,-0.722659,-0.661325,-0.55036,-0.39766,-0.215675
49.6055,0.972129,0.448786,3,7,0,0.947466,0.0821874,0.0838592,0.362235,0.468618,0.561159,0.633826,0.681759,0.701842,0.69318,0.657411,0.598787,0.524014,0.441803,0.362185,0.295606,0.251906,0.23926,0.263224,0.325974,0.425871,0.557403,0.711557,0.876587,1.03913,1.18555,1.30332,1.38241,1.41629,1.40272,1.34394,1.24641,1.12012,0.977476,0.831904,0.696452,0.582394,0.498089,0.448179,0.433217,0.449726,0.49069,0.546378,0.605421,0.65601,0.687091,0.689453,0.656598,0.58534,0.476082,0.332762,0.162498,-0.0250574,-0.218563,-0.405989,-0.575671,-0.717349,-0.823089,-0.888018,-0.910809,-0.893851,-0.843097,-0.767576,-0.678614,-0.58882,-0.510916,-0.456533,-0.435074,-0.45276,-0.511958,-0.610866,-0.743593,-0.90063,-1.06969,-1.23684,-1.38776,-1.50914,-1.58993,-1.62241,-1.60295,-1.53238,-1.41595,-1.26281,-1.08517,-0.897133,-0.713352,-0.547633,-0.411633,-0.313777,-0.258507,-0.245929,-0.271911,-0.32859,-0.405258,-0.489501,-0.568491,-0.630272,-0.66491,-0.665397,-0.628205,-0.55347,-0.444785,-0.308669
48.2914,0.974725,0.448786,3,7,0,0.843631,0.096334,0.0586999,0.324279,0.447127,0.554094,0.636483,0.688873,0.709634,0.700648,0.666387,0.612727,0.545922,0.472061,0.397142,0.327575,0.270767,0.2353,0.230387,0.264473,0.343246,0.467542,0.631811,0.823712,1.02514,1.21462,1.37065,1.47518,1.51664,1.49169,1.40554,1.27073,1.10487,0.927789,0.758611,0.613418,0.503597,0.435064,0.40828,0.418874,0.4587,0.517111,0.5823,0.642564,0.687378,0.708199,0.698959,0.656239,0.579183,0.469266,0.330008,0.166746,-0.0135156,-0.202232,-0.389523,-0.564607,-0.716556,-0.835374,-0.913261,-0.945861,-0.93319,-0.880029,-0.795645,-0.69285,-0.586557,-0.492082,-0.423427,-0.391803,-0.404505,-0.464224,-0.568812,-0.711467,-0.881334,-1.06447,-1.24517,-1.40747,-1.5368,-1.62148,-1.65393,-1.63133,-1.55575,-1.43362,-1.27483,-1.09159,-0.897291,-0.705514,-0.529255,-0.380309,-0.268651,-0.201687,-0.183349,-0.213118,-0.285243,-0.388487,-0.506722,-0.620527,-0.709702,-0.756318,-0.74773,-0.678877,-0.553322,-0.382741,-0.184941
50.8572,1,0.448786,2,3,0,0.866897,0.0819434,0.0644553,0.333156,0.448269,0.549425,0.629541,0.68359,0.709001,0.705694,0.675836,0.623459,0.554091,0.474508,0.392589,0.317193,0.257893,0.224389,0.225545,0.268075,0.355104,0.484916,0.65025,0.838431,1.03249,1.21315,1.36144,1.46143,1.50259,1.48134,1.40157,1.27393,1.11413,0.940653,0.772126,0.624945,0.511389,0.438499,0.407748,0.415459,0.45379,0.512072,0.578266,0.640333,0.687377,0.710465,0.703122,0.661534,0.584539,0.473482,0.332034,0.165977,-0.0170174,-0.207685,-0.395599,-0.569795,-0.719604,-0.835662,-0.91098,-0.94192,-0.928904,-0.876699,-0.794181,-0.693569,-0.589209,-0.496047,-0.428005,-0.396441,-0.408898,-0.468264,-0.572443,-0.714551,-0.883606,-1.06563,-1.24508,-1.40634,-1.53528,-1.62056,-1.65466,-1.63439,-1.56111,-1.44041,-1.28148,-1.09633,-0.898723,-0.703248,-0.524195,-0.374517,-0.264765,-0.202042,-0.189089,-0.223624,-0.298118,-0.400175,-0.513611,-0.620192,-0.701876,-0.743225,-0.733601,-0.668736,-0.551376,-0.390849,-0.201634
50.6526,0.999464,0.448786,3,7,0,0.928589,0.051753,0.0684357,0.321715,0.444329,0.550755,0.634343,0.690498,0.716972,0.71385,0.683347,0.629515,0.557984,0.475773,0.391151,0.313442,0.25264,0.218707,0.220532,0.264616,0.353705,0.485653,0.652845,0.842423,1.03742,1.2187,1.36749,1.46798,1.50963,1.48876,1.40902,1.28084,1.11984,0.944537,0.77378,0.624315,0.508814,0.43465,0.403491,0.411685,0.451255,0.511283,0.579431,0.643376,0.691989,0.716181,0.709391,0.667784,0.590221,0.478121,0.33526,0.167559,-0.0171511,-0.209453,-0.39879,-0.574113,-0.724719,-0.841251,-0.916744,-0.947582,-0.934188,-0.88131,-0.797811,-0.695932,-0.590102,-0.495425,-0.426028,-0.393491,-0.405534,-0.465138,-0.570187,-0.71367,-0.884411,-1.06823,-1.24938,-1.41214,-1.54232,-1.62856,-1.66331,-1.64337,-1.57,-1.44871,-1.28862,-1.10172,-0.901899,-0.703916,-0.52234,-0.370431,-0.259015,-0.195415,-0.182507,-0.21807,-0.294575,-0.399561,-0.516686,-0.627402,-0.71311,-0.757507,-0.748773,-0.681227,-0.55616,-0.381683,-0.171605
50.444,0.994973,0.448786,2,3,0,1.01666,0.0508778,0.0691716,0.319173,0.443468,0.551043,0.635336,0.691856,0.718447,0.715264,0.684565,0.630434,0.558526,0.475897,0.390867,0.312815,0.251786,0.217774,0.219674,0.263962,0.353336,0.485599,0.65309,0.842926,1.03813,1.21959,1.36852,1.46913,1.51088,1.49006,1.41028,1.28196,1.1207,0.94504,0.77388,0.624024,0.508209,0.433858,0.402669,0.410987,0.450805,0.511158,0.579655,0.643921,0.692789,0.717145,0.71042,0.668784,0.59111,0.478833,0.335751,0.167804,-0.0171573,-0.209698,-0.39925,-0.574755,-0.725505,-0.84214,-0.917692,-0.948539,-0.935096,-0.882105,-0.798426,-0.696309,-0.590202,-0.495241,-0.425594,-0.39288,-0.404851,-0.464501,-0.569709,-0.713441,-0.884483,-1.06861,-1.25005,-1.41306,-1.54343,-1.62981,-1.66465,-1.64474,-1.57135,-1.44998,-1.28973,-1.1026,-0.90247,-0.704113,-0.522127,-0.369807,-0.258027,-0.194158,-0.181128,-0.216761,-0.293567,-0.399103,-0.517007,-0.628661,-0.715327,-0.760486,-0.752033,-0.683959,-0.557229,-0.379692,-0.165015
